HVO ID,Uniprot ID,Description,Protein q-value,Peptides,PSMs,Sequence Coverage,Dataset,Total Datasets,Predicted Processing,Molecular Weight,pI,Hydrophobicity,arCOG,arCOGlet
HVO_2055,D4GU68,(agl15) probable low-salt glycan biosynthesis flippase Agl15,0.0,4,102,11.228813559322035,PXD011218,8,>=2 TM,51132,9.14,0.88,arCOG02209,M
HVO_2056,D4GU69,"(agl13) dTDP-4-dehydrorhamnose 3,5-epimerase",0.0,6,39,47.43589743589744,PXD011218,11,Cyt,18325,4.37,-0.8,arCOG04188,M
HVO_2057,D4GU70,(agl11) glucose-1-phosphate thymidylyltransferase Agl11,0.0,10,153,33.89355742296919,PXD011218,12,Cyt,37842,4.29,-0.11,arCOG00667,M
HVO_2058,D4GU71,(agl14) dTDP-4-dehydrorhamnose reductase,0.0,2,17,6.0,PXD011218,11,Cyt,31957,4.04,-0.11,arCOG01367,M
HVO_2059,D4GU72,"(agl12) dTDP-glucose 4,6-dehydratase",0.0,8,72,32.903225806451616,PXD011218,12,Cyt,34121,4.25,-0.38,arCOG01371,M
HVO_2061,D4GU74,(agl6) low-salt glycan biosynthesis hexosyltransferase Agl6,0.0,6,112,22.5181598062954,PXD011218,10,>=2 TM,43783,4.41,0.2,arCOG00894;arCOG01910,M;O
HVO_2062,D4GU75,(pilA2) pilin PilA,0.0,1,923,14.482758620689655,PXD011218,10,TM N-term,14830,3.54,0.16,arCOG02416,N
HVO_2067,D4GU80,TetR family transcription regulator,0.0,2,5,10.194174757281553,PXD011218,7,Cyt,23676,4.48,-0.47,arCOG02646,K
HVO_2068,D4GU81,"(cetZ6) FtsZ family protein CetZ, type III",0.0,8,204,42.16216216216216,PXD011218,11,Cyt,38710,4.3,-0.21,arCOG02202,D
HVO_2069,D4GU82,RND superfamily permease,0.0,16,281,32.18116805721097,PXD011218,12,>=2 TM,89450,4.26,0.31,arCOG02174,R
HVO_2070,D4GU83,conserved hypothetical protein,0.0,12,1298,31.066176470588236,PXD011218,12,Sec; SPI,58094,4.4,-0.31,arCOG02079,N
HVO_2071,D4GU84,probable secreted glycoprotein,0.0,4,16,12.213740458015268,PXD011218,11,Sec; SPI,55541,4.52,-0.21,arCOG06273,M
HVO_2072,P25062,(csg) S-layer glycoprotein,0.0,6,2808,16.324062877871825,PXD011218,12,Pil; SPIII,85138,3.44,-0.27,arCOG03906,M
HVO_2073,D4GU86,TrmB family transcription regulator,0.0,2,8,12.350597609561753,PXD011218,8,Cyt,27475,4.72,-0.21,arCOG02037,K
HVO_2075,D4GU89,IS1341-type transposase ISHvo23,0.0,2,19,5.528846153846154,PXD011218,5,Cyt,47138,6.04,-0.79,arCOG00683,X
HVO_2079,D4GUM7,RND superfamily permease,0.0,10,88,18.266666666666666,PXD011218,10,Sec; SPI,80458,4.82,0.32,arCOG02174,R
HVO_2080,D4GUM8,conserved hypothetical protein,0.0,7,300,21.11111111111111,PXD011218,12,Sec; SPI,56957,4.17,-0.18,arCOG02079,N
HVO_2081,D4GUM9,pectin lyase domain protein,0.0,23,567,30.835734870317,PXD011218,12,Sec; SPI,109719,5.15,-0.14,arCOG02497;arCOG07581,G;P
HVO_2082,D4GUN0,conserved hypothetical protein,0.0,9,390,39.898989898989896,PXD011218,12,Sec; SPI,40861,4.36,-0.02,arCOG04400,M
HVO_2083,D4GUN1,ABC-type transport system ATP-binding protein (probable substrate macrolides),0.0,6,64,42.22222222222222,PXD011218,7,Cyt,24866,4.34,-0.34,arCOG00922,V
HVO_2084,D4GUN2,ABC-type transport system permease protein (probable substrate macrolides),0.0,2,37,5.2631578947368425,PXD011218,6,>=2 TM,39904,4.36,0.25,arCOG02312,V
HVO_2085,D4GUN3,UbiA prenyltransferase family protein,0.0,2,15,9.774436090225564,PXD011218,4,>=2 TM,28656,9.01,0.71,arCOG00476,H
HVO_2087,D4GUN5,glycoside hydrolase domain protein,0.0,3,19,6.285714285714286,PXD011218,6,Cyt,74268,3.97,-0.22,arCOG04634,G
HVO_2090A,-,IS1341-type transposase HfIRS19 (nonfunctional),0.0023923444976076554,1,3,23.61111111111111,PXD011218,3,Cyt,7908,5.26,-0.74,nd,nd
HVO_2091,D4GUN8,pyridoxal phosphate-dependent aminotransferase,0.0,16,254,57.59637188208617,PXD011218,10,Cyt,47963,4.56,-0.23,arCOG00915,E
HVO_2092,D4GUN9,IclR family transcription regulator,0.0,2,8,9.363295880149813,PXD011218,8,Cyt,29579,4.66,-0.49,arCOG02798,K
HVO_2093,D4GUP0,(nhaC4) probable NhaC-type sodium/proton antiporter,0.0,2,37,5.725971370143149,PXD011218,5,>=2 TM,50493,4.36,0.75,arCOG02010,C
HVO_2094,D4GUP1,ABC-type transport system periplasmic substrate-binding protein,0.0,1,6,1.927710843373494,PXD011218,9,Tat; lipobox,45972,3.91,-0.51,arCOG06180,P
HVO_2095,D4GUP2,(qor4) NADPH:quinone reductase,0.0,4,33,16.320474777448073,PXD011218,9,Cyt,35898,4.19,-0.2,arCOG01461,Q
HVO_2097,D4GUP4,major facilitator superfamily transport protein,0.0,1,5,3.7313432835820897,PXD011218,2,Tat; SPI,40839,9.46,1.0,arCOG00130,G
HVO_2103,D4GUQ0,phosphotransferase system component IIC,0.0,2,15,5.846774193548387,PXD011218,5,>=2 TM,52315,4.73,0.86,nd,nd
HVO_2108,D4GUQ5,IclR family transcription regulator,0.0,5,19,26.48221343873518,PXD011218,9,Cyt,28013,5.39,-0.34,arCOG02798,K
HVO_2111,D4GUQ8,(pdxA) probable D-threonate 4-phosphate dehydrogenase,0.0,2,12,7.738095238095238,PXD011218,6,Cyt,35016,4.16,0.12,arCOG08631,H
HVO_2113,D4GUR0,(tsgA2) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar),0.0,2,31,5.684210526315789,PXD011218,6,Tat; lipobox,52139,4.63,-0.6,arCOG00151,G
HVO_2118,D4GUR5,(tsgD2) ABC-type transport system ATP-binding protein (probable substrate sugar),0.0,1,3,3.2697547683923704,PXD011218,6,Cyt,40429,4.74,-0.4,arCOG00177,E
HVO_2122,D4GUR9,(dppF4) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),0.0,4,20,16.847826086956523,PXD011218,5,Cyt,40036,4.43,-0.32,arCOG00184,E
HVO_2123,D4GUS0,(dppD4) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),0.0,1,5,3.0726256983240225,PXD011218,7,Cyt,38807,4.46,-0.35,arCOG00181,E
HVO_2125,D4GUS2,(dppB4) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),0.0,2,12,8.150470219435737,PXD011218,4,>=2 TM,34903,8.89,0.72,arCOG00751,E
HVO_2126,D4GUS3,(dppA4) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide),0.0,24,540,43.63001745200698,PXD011218,12,Tat; lipobox,62911,4.31,-0.57,arCOG01534,E
HVO_2127,D4GUS4,M20 family amidohydrolase (homolog to indole-3-acetyl-aspartate hydrolase),0.0,7,38,23.333333333333332,PXD011218,8,Cyt,45027,4.7,-0.37,arCOG01108,R
HVO_2128,D4GUS5,(amaB1) amidase (hydantoinase/carbamoylase family),0.0,1,6,2.3923444976076556,PXD011218,2,Cyt,43548,4.33,-0.13,arCOG01109,E
HVO_2130,D4GUS7,IclR family transcription regulator,0.0,13,112,50.36764705882353,PXD011218,10,Cyt,30060,5.51,-0.46,arCOG02798,K
HVO_2133,D4GUT0,(orc16) Orc1-type DNA replication protein,0.0,1,2,2.577319587628866,PXD011218,6,Cyt,42468,5.7,-0.21,arCOG00468,L
HVO_2150,D4GV83,(hcpG) halocyanin,0.0,4,44,18.766756032171582,PXD011218,10,Tat; SPI,37711,4.32,-0.27,arCOG02921,C
HVO_2153,D4GV86,probable copper-containing oxidoreductase,0.0,12,496,34.02597402597402,PXD011218,12,Tat; lipobox,42050,5.46,-0.52,arCOG03914,Q
HVO_2156,D4GV89,UspA domain protein,0.0,8,181,39.8671096345515,PXD011218,11,Cyt,31583,4.54,-0.11,arCOG00449,T
HVO_2158,D4GV91,(maeB1) malic enzyme (NADP),0.0,10,144,22.103861517976032,PXD011218,9,Cyt,81404,4.42,-0.25,arCOG00853;arCOG00855,C
HVO_2160,D4GV93,probable secreted glycoprotein,0.0,18,767,12.228622064687638,PXD011218,12,Sec; SPI,232675,3.7,-0.26,arCOG02542;arCOG03665;arCOG07560;arCOG09058,M;O;S
HVO_2161,D4GV94,probable secreted glycoprotein,0.0,3,159,15.32033426183844,PXD011218,12,Sec; SPI,36700,3.68,-0.25,arCOG01144,T
HVO_2163,D4GV96,ABC-type transport system ATP-binding protein,0.0,11,235,58.63453815261044,PXD011218,10,Cyt,26671,6.4,-0.34,arCOG00922,V
HVO_2164,D4GV97,ABC-type transport system permease protein,0.0,5,70,12.652068126520682,PXD011218,9,>=2 TM,42117,4.65,0.46,arCOG02312,V
HVO_2165,D4GV98,ABC-type transport system permease protein,0.0,6,88,21.445221445221446,PXD011218,10,>=2 TM,44448,4.96,0.3,arCOG02312,V
HVO_2167,D4GVA0,conserved hypothetical protein,0.0,3,41,12.871287128712872,PXD011218,7,Sec; SPI,31828,4.92,0.01,arCOG01314,S
HVO_2168,D4GVA1,(moxR3) AAA-type ATPase (MoxR subfamily),0.0,12,194,44.07294832826748,PXD011218,11,Cyt,35893,4.42,-0.14,arCOG00434,N
HVO_2169,D4GVA2,conserved hypothetical protein,0.0,7,154,30.057803468208093,PXD011218,10,Cyt,36514,4.21,-0.25,arCOG03442,S
HVO_2170,D4GVA3,conserved hypothetical protein,0.0,1,28,7.926829268292683,PXD011218,6,>=2 TM,16541,5.11,0.88,arCOG11232,R
HVO_2171,D4GVA4,DUF58 family protein,0.0,7,84,18.94736842105263,PXD011218,6,TM N-term,50824,4.83,-0.08,arCOG02742,R
HVO_2172,D4GVA5,conserved hypothetical protein,0.0,12,176,25.641025641025642,PXD011218,8,Sec; SPI,75200,4.11,-0.2,arCOG02487;arCOG04050,L;M
HVO_2173,D4GVA6,DUF1616 family protein,0.0,7,80,31.437125748502993,PXD011218,10,>=2 TM,36617,4.9,0.12,arCOG02884,S
HVO_2175,D4GVA8,(sph3) Smc-like protein Sph3,0.0,5,20,9.938837920489297,PXD011218,9,Cyt,74178,4.44,-0.7,arCOG00373,V
HVO_2180,D4GVB3,ABC-type transport system permease protein,0.0,1,11,5.194805194805195,PXD011218,4,>=2 TM,23348,4.64,0.89,arCOG04452,E
HVO_2181,D4GVB4,ABC-type transport system accessory transmembrane protein,0.0,1,7,8.035714285714286,PXD011218,2,>=2 TM,11689,4.46,1.13,arCOG06625,E
HVO_2183,D4GVB6,(aor4) aldehyde ferredoxin oxidoreductase,0.0,15,121,36.70295489891135,PXD011218,12,Cyt,69310,4.48,-0.48,arCOG00706,C
HVO_2186,D4GVB9,DICT domain protein,0.0,1,2,7.2202166064981945,PXD011218,6,Cyt,31039,4.49,-0.46,arCOG02910,T
HVO_2187,D4GVC0,TIGR01210 family protein,0.0,2,6,6.388888888888889,PXD011218,10,Cyt,39975,4.38,-0.43,arCOG01360,R
HVO_2188,D4GVC1,(purQ) phosphoribosylformylglycinamidine synthase subunit PurQ,0.0,2,4,8.928571428571429,PXD011218,12,Cyt,23867,4.25,-0.25,arCOG00102,F
HVO_2189,D4GVC2,(purS) phosphoribosylformylglycinamidine synthase subunit PurS,0.0,2,4,25.301204819277107,PXD011218,8,Cyt,9311,4.41,-0.41,arCOG04462,F
HVO_2190,D4GVC3,gluconate permease,0.0,6,115,16.067653276955603,PXD011218,9,>=2 TM,48960,4.82,0.82,arCOG04923,G
HVO_2191,D4GVC4,(purU) formyltetrahydrofolate deformylase,0.0,14,200,56.269113149847094,PXD011218,11,Cyt,36160,4.52,-0.3,arCOG02826,F
HVO_2193,D4GVC6,(purC) phosphoribosylaminoimidazole-succinocarboxamide synthase,0.0,1,4,2.949852507374631,PXD011218,10,Cyt,38086,4.36,-0.51,arCOG04421,F
HVO_2194,D4GVC7,(sir2) Sir2-type NAD-dependent protein deacetylase,0.0,1,4,4.365079365079365,PXD011218,4,Cyt,26887,4.55,-0.21,arCOG04248,K
HVO_2198,D4GVD1,(cofH) 5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase,0.0,1,5,4.835164835164835,PXD011218,4,Cyt,49447,4.62,-0.42,arCOG00656,H
HVO_2201,D4GVD4,"(cofG) 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase",0.0,3,10,11.253196930946292,PXD011218,6,Cyt,42329,4.35,-0.24,arCOG00657,H
HVO_2203,D4GVD6,conserved hypothetical protein,0.0,4,24,31.060606060606062,PXD011218,11,Sec; SPI,28365,4.05,-0.25,arCOG03888,S
HVO_2204,D4GVD7,"(cetZ1) FtsZ family protein CetZ, type III",0.0,15,683,46.075949367088604,PXD011218,12,Cyt,42039,4.58,-0.25,arCOG02202,D
HVO_2205,D4GVD8,(nolA) arNOG06768 family NADH-binding domain protein,0.0,11,295,47.50830564784053,PXD011218,11,Cyt,32007,4.83,-0.15,arCOG03015,R
HVO_2209,D4GVE2,(oadhA4) probable branched-chain amino acid dehydrogenase E1 component alpha subunit,0.0,3,50,9.770114942528735,PXD011218,11,Cyt,38688,4.53,-0.59,arCOG01054,C
HVO_2221,D4GVT7,conserved hypothetical protein,0.0,2,4,6.040268456375839,PXD011218,4,1 TM,47899,8.01,-0.38,arCOG02782;arCOG02830,S;V
HVO_2225,D4GVU1,AstE domain protein,0.0,5,17,27.565982404692082,PXD011218,11,Cyt,36900,4.37,-0.28,arCOG02890,R
HVO_2226,D4GVU2,(trpD2) probable phosphoribosyltransferase (homolog to anthranilate phosphoribosyltransferase),0.0,10,85,34.72222222222222,PXD011218,12,Cyt,39622,4.24,-0.41,arCOG02012,E
HVO_2227,D4GVU3,(ahbA) siroheme decarboxylase AhbA,0.0,6,52,27.089337175792508,PXD011218,11,Cyt,39053,4.54,-0.35,arCOG01628,K
HVO_2228,D4GVU4,PHP domain protein,0.0,4,55,14.878892733564014,PXD011218,8,Cyt,31228,9.74,-0.32,arCOG00302,R
HVO_2229,D4GVU5,flavin-containing amine-oxidoreductase,0.0,2,10,6.104651162790698,PXD011218,9,Cyt,37943,4.78,-0.51,arCOG04623,R
HVO_2230,D4GVU6,HAD superfamily hydrolase,0.0,1,2,6.097560975609756,PXD011218,5,Cyt,26272,4.29,-0.34,arCOG02292,R
HVO_2232,D4GVU8,(cirD) KaiC-type circadian clock protein CirD,0.0,2,6,6.837606837606837,PXD011218,8,Cyt,25909,5.13,-0.13,arCOG01171,T
HVO_2239,D4GVV5,UspA domain protein,0.0,4,23,27.464788732394368,PXD011218,11,Cyt,15407,4.04,-0.01,arCOG02053,T
HVO_2241,D4GVV7,conserved hypothetical protein,0.0,2,23,38.028169014084504,PXD011218,8,Cyt,7393,4.81,0.64,arCOG07770,S
HVO_2242,D4GVV8,(tif2b2) translation initiation factor aIF-2 beta subunit / probable RNA-binding protein,0.0,8,115,47.02970297029703,PXD011218,11,Cyt,22156,5.03,-0.52,arCOG01640;arCOG01641,J;R
HVO_2248,D4GVW4,conserved hypothetical protein,0.0,2,11,10.70110701107011,PXD011218,8,Cyt,31341,4.69,-0.73,arCOG10164,S
HVO_2250,D4GVW6,"(apt3) purine phosphoribosyltransferase (adenine phosphoribosyltransferase, xanthine-guanine phosphoribosyltransferase)",0.0,2,12,11.602209944751381,PXD011218,8,Cyt,19470,4.05,0.12,arCOG00030,F
HVO_2253,D4GVW9,conserved hypothetical protein,0.0,4,21,14.206128133704736,PXD011218,9,Cyt,41538,5.98,-0.6,nd,nd
HVO_2255,D4GVX1,conserved hypothetical protein,0.0,2,8,11.016949152542374,PXD011218,10,Cyt,27695,5.39,-1.04,arCOG08210,S
HVO_2256,D4GVX2,DUF262 family protein,0.0,14,85,30.952380952380953,PXD011218,11,Cyt,54903,4.75,-0.89,arCOG05223,L
HVO_2263,D4GVX9,HTH domain protein,0.0,14,207,27.465667915106117,PXD011218,9,Cyt,89544,5.36,-0.68,arCOG07786,K
HVO_2266,D4GVY2,conserved hypothetical protein,0.0,5,38,11.967545638945234,PXD011218,12,Cyt,56676,4.41,-0.73,arCOG13616,S
HVO_2267,D4GVY3,conserved hypothetical protein,0.0,7,29,20.77922077922078,PXD011218,9,>=2 TM,44284,4.45,-0.33,arCOG05898,S
HVO_2269,D4GVY5,(rmeR) type I site-specific deoxyribonuclease subunit RmeR,0.0,13,96,21.89189189189189,PXD011218,10,Cyt,85579,4.59,-0.75,arCOG00880,V
HVO_2270,D4GVY6,(rmeM) type I restriction-modification system DNA-methyltransferase RmeM,0.0,8,72,27.155172413793103,PXD011218,10,Cyt,53058,4.46,-0.58,arCOG02632,V
HVO_2271,D4GVY7,(rmeS) type I site-specific deoxyribonuclease subunit RmeS,0.0,12,79,34.146341463414636,PXD011218,11,Cyt,45976,4.82,-0.64,arCOG02626,V
HVO_2275,D4GVZ1,N-6 adenine-specific DNA methylase domain protein,0.0,1,6,2.2274325908558033,PXD011218,8,Cyt,97108,4.39,-0.41,arCOG02632,V
HVO_2276,D4GVZ2,conserved hypothetical protein,0.0,3,9,3.5075161059413027,PXD011218,8,Cyt,161767,4.37,-0.63,arCOG13617,S
HVO_2278,D4GVZ4,conserved hypothetical protein,0.0,2,9,2.97339593114241,PXD011218,5,Cyt,72360,4.93,-0.69,arCOG04816;arCOG06281,S;U
HVO_2286,D4GWD5,conserved hypothetical protein,0.0,8,117,25.9391771019678,PXD011218,8,Tat; lipobox,62289,4.2,-0.8,nd,nd
HVO_2288,D4GWD9,hypothetical protein,0.0,2,12,4.12573673870334,PXD011218,4,>=2 TM,57932,4.59,-0.4,arCOG05096,S
HVO_2291,D4GWE5,hypothetical protein,0.0,3,25,9.826589595375722,PXD011218,7,Cyt,39430,4.06,-0.55,arCOG13618,S
HVO_2297,D4GWG0,(dhs1) deoxyhypusine synthase,0.0,3,12,17.827298050139277,PXD011218,11,Cyt,38616,4.47,-0.33,arCOG04142,O
HVO_2300,D4GWG6,(tef5A) translation elongation factor aEF-5A,0.0,3,56,31.451612903225808,PXD011218,12,Cyt,14200,5.16,-0.81,arCOG04277,J
HVO_2302,D4GWH1,UbiB family protein,0.0,8,104,15.770609318996415,PXD011218,10,>=2 TM,62964,4.59,-0.1,arCOG01189,R
HVO_2304,D4GWG7,(moeA1) molybdopterin molybdenumtransferase,0.0,5,30,18.7192118226601,PXD011218,11,Cyt,43127,4.48,-0.23,arCOG00216,H
HVO_2305,D4GWD6,(moeA2) molybdopterin molybdenumtransferase,0.0,8,41,19.558359621451103,PXD011218,11,Cyt,66085,4.36,-0.12,arCOG00217;arCOG00219,H;P
HVO_2311,D4GWE6,(hemA) glutamyl-tRNA reductase,0.0,5,35,14.099783080260304,PXD011218,7,Cyt,49223,4.4,-0.32,arCOG01036,H
HVO_2313,D4GWE9,(ahbB) siroheme decarboxylase AhbB,0.0,5,27,26.912181303116146,PXD011218,12,Cyt,39596,4.55,-0.45,arCOG01628,K
HVO_2315,D4GWF3,"(uppS1) tritrans,polycis-undecaprenyl-diphosphate synthase (geranylgeranyl-diphosphate specific)",0.0,4,22,16.828478964401295,PXD011218,6,Cyt,35114,4.9,-0.66,arCOG01532,I
HVO_2316,D4GWF5,serpin family protein,0.0,6,84,16.777041942604857,PXD011218,11,Tat; lipobox,48657,4.14,-0.27,arCOG04933;arCOG06301,O;S
HVO_2318,D4GWF9,"(uppS2) tritrans,polycis-undecaprenyl-diphosphate synthase (geranylgeranyl-diphosphate specific)",0.0,3,23,26.237623762376238,PXD011218,6,Cyt,23121,4.42,-0.37,arCOG01532,I
HVO_2321,D4GWG5,(dnaG) DNA primase DnaG,0.0,7,45,22.24576271186441,PXD011218,9,Cyt,49357,4.21,-0.18,arCOG04281,L
HVO_2327,D4GWH6,YcgG family protein,0.0,1,5,6.415094339622642,PXD011218,11,Cyt,30488,4.3,-0.66,arCOG04691,S
HVO_2329,D4GWH8,conserved hypothetical protein,0.0,1,6,8.661417322834646,PXD011218,4,>=2 TM,13259,6.82,1.08,arCOG11207,S
HVO_2330,D4GWH9,sulfate permease family protein,0.0,1,3,2.168021680216802,PXD011218,1,>=2 TM,37297,5.03,1.05,arCOG02806,P
HVO_2333,D4GWI2,conserved hypothetical protein,0.0,2,5,9.090909090909092,PXD011218,10,Cyt,34864,4.45,-0.5,arCOG01449,V
HVO_2335,D4GWI4,DUF1405 family protein,0.0,1,12,6.097560975609756,PXD011218,8,>=2 TM,27489,5.44,0.54,arCOG02940,S
HVO_2336,D4GWI5,(pdxS) pyridoxal 5'-phosphate synthase subunit PdxS,0.0,11,185,48.675496688741724,PXD011218,12,Cyt,32501,4.72,-0.29,arCOG04075,H
HVO_2337,D4GWI6,UspA domain protein,0.0,4,26,37.125748502994014,PXD011218,5,Cyt,17977,4.8,-0.19,arCOG03050,T
HVO_2339,D4GWI8,sensor box histidine kinase,0.0,1,6,2.31023102310231,PXD011218,5,>=2 TM,64562,4.63,0.13,arCOG02327,T
HVO_2340,D4GWI9,amine oxidase domain protein,0.0,3,12,10.983981693363845,PXD011218,9,Cyt,48724,4.3,-0.29,arCOG01522,H
HVO_2342,D4GWJ1,MATE efflux family protein,0.0,3,56,10.323886639676113,PXD011218,7,>=2 TM,51815,5.46,0.82,arCOG01731,V
HVO_2344,D4GWJ3,HTH domain protein,0.0,1,2,3.9735099337748343,PXD011218,9,Cyt,32763,4.52,-0.12,arCOG03860,K
HVO_2345,D4GWJ4,flavin-dependent pyridine nucleotide oxidoreductase,0.0,8,124,37.28813559322034,PXD011218,12,Cyt,45768,4.27,-0.42,arCOG01070,R
HVO_2347,D4GWJ6,conserved hypothetical protein,0.0,2,29,22.142857142857142,PXD011218,10,Cyt,15531,4.23,-0.59,arCOG03063,S
HVO_2348,D4GWJ7,(mptA) GTP cyclohydrolase MptA,0.0,6,78,27.92207792207792,PXD011218,12,Cyt,33495,4.53,-0.34,arCOG04301,H
HVO_2349,D4GWJ8,TrmB family transcription regulator,0.0,1,3,5.617977528089888,PXD011218,10,Cyt,29271,4.28,-0.23,arCOG02037,K
HVO_2350,D4GWJ9,YyaL family protein,0.0,7,37,22.644927536231883,PXD011218,12,Cyt,58815,4.42,-0.23,arCOG02007,O
HVO_2351,D4GWK0,(fxsA) FxsA domain protein,0.0009751340809361287,1,8,4.639175257731959,PXD011218,5,>=2 TM,20102,5.02,0.22,arCOG03059,V
HVO_2356,D4GWK4,GNAT family acetyltransferase,0.0,8,106,32.67813267813268,PXD011218,9,Cyt,45140,4.47,-0.35,arCOG10664,R
HVO_2361,D4GWK9,(carB) carbamoyl-phosphate synthase (glutamine-hydrolyzing) large subunit,0.0,34,1141,41.95933456561922,PXD011218,12,Cyt,117229,4.19,-0.27,arCOG01594,E
HVO_2363,D4GWL1,(nadK1) probable NAD kinase (polyphosphate/ATP),0.0,1,5,5.128205128205129,PXD011218,7,Cyt,27645,4.31,0.09,arCOG01348,H
HVO_2364,D4GWL2,(cirB) KaiC-type circadian clock protein CirB,0.0,10,80,33.41772151898734,PXD011218,8,Cyt,42723,3.91,-0.68,arCOG01173,T
HVO_2367,D4GWL5,arNOG05179 family protein (DUF87-related AAA-type ATPase),0.0,5,29,11.398176291793312,PXD011218,11,Cyt,72103,4.52,-0.6,arCOG00280,L
HVO_2369,D4GWL7,NurA domain protein,0.0,1,2,1.8867924528301887,PXD011218,9,Cyt,47311,4.9,-0.42,arCOG00287,L
HVO_2370,D4GWL8,HAD superfamily hydrolase,0.0,4,13,33.333333333333336,PXD011218,8,Cyt,23408,4.6,-0.16,arCOG02291,R
HVO_2372,D4GWM0,DUF2240 family protein,0.0,1,2,5.405405405405405,PXD011218,3,Cyt,15860,4.49,-0.07,arCOG04418,R
HVO_2373,D4GWM1,(rps8e) 30S ribosomal protein S8e,0.0,5,57,64.8,PXD011218,11,Cyt,13638,10.68,-0.97,arCOG04154,J
HVO_2374,D4GWM2,(phoU2) PhoU domain protein,0.0,8,137,33.933933933933936,PXD011218,11,Cyt,36699,4.43,-0.27,arCOG00318,P
HVO_2375,D4GWM3,(pstS1) ABC-type transport system periplasmic substrate-binding protein (probable substrate phosphate),0.0,3,96,11.594202898550725,PXD011218,12,Tat; lipobox,37013,3.84,-0.5,arCOG00213,P
HVO_2376,D4GWM4,(pstC1) ABC-type transport system permease protein (probable substrate phosphate),0.0,1,11,3.4482758620689653,PXD011218,7,>=2 TM,33500,4.59,0.84,arCOG00167,P
HVO_2377,D4GWM5,(pstA1) ABC-type transport system permease protein (probable substrate phosphate),0.0,2,15,8.118081180811808,PXD011218,8,>=2 TM,56044,5.5,0.92,arCOG00168,P
HVO_2378,D4GWM6,(pstB1) ABC-type transport system ATP-binding protein (probable substrate phosphate),0.0,8,233,32.0945945945946,PXD011218,11,Cyt,32574,4.26,-0.38,arCOG00231,P
HVO_2379,D4GWM7,(phoU3) PhoU domain protein,0.0,6,51,27.43362831858407,PXD011218,11,Cyt,25455,4.03,-0.3,arCOG00232,P
HVO_2380,D4GWM8,(cdc48a) AAA-type ATPase (CDC48 subfamily),0.0,47,2252,71.33243606998654,PXD011218,12,Cyt,81938,4.71,-0.4,arCOG01308,O
HVO_2381,D4GWM9,LarC family protein,0.0,4,49,10.547667342799189,PXD011218,11,Cyt,52262,4.68,-0.45,arCOG02701,S
HVO_2382,D4GWN0,conserved hypothetical protein,0.0,1,2,4.435483870967742,PXD011218,5,Cyt,26294,4.41,-0.34,arCOG03142,L
HVO_2383,D4GWN1,(radB) DNA repair and recombination protein RadB,0.0,5,79,32.751091703056765,PXD011218,11,Cyt,24585,4.87,-0.28,arCOG00417,L
HVO_2384,D4GWN2,CBS domain protein,0.0,13,377,47.10526315789474,PXD011218,12,Cyt,42495,4.87,-0.42,arCOG00601,R
HVO_2395,D4GWP2,(pduO) ATP:cob(I)alamin adenosyltransferase,0.0,1,2,11.299435028248588,PXD011218,9,Cyt,19471,4.47,-0.48,arCOG00489,H
HVO_2397,D4GWP4,(znuA1) ABC-type transport system periplasmic substrate-binding protein (probable substrate zinc),0.0,9,132,30.16304347826087,PXD011218,11,Tat; lipobox,40075,4.38,-0.43,arCOG01005,P
HVO_2398,D4GWP5,(znuC1) ABC-type transport system ATP-binding protein (probable substrate zinc),0.0,4,11,23.18339100346021,PXD011218,10,Cyt,30170,4.5,-0.11,arCOG00201,P
HVO_2399,D4GWP6,(znuB1) ABC-type transport system permease protein (probable substrate zinc),0.0,1,5,4.518072289156627,PXD011218,8,>=2 TM,33969,4.44,1.23,arCOG01006,P
HVO_2401,D4GWP8,(gcvP2) glycine cleavage system protein P beta subunit,0.0,7,166,26.427061310782243,PXD011218,12,Cyt,50759,4.43,-0.31,arCOG00076,E
HVO_2402,D4GWP9,(gcvP1) glycine cleavage system protein P alpha subunit,0.0,9,182,23.042505592841163,PXD011218,11,Cyt,48545,4.41,-0.1,arCOG00077,E
HVO_2404,D4GWQ1,(gcvT) glycine cleavage system protein T,0.0,3,11,9.917355371900827,PXD011218,11,Cyt,39694,4.07,-0.22,arCOG00756,E
HVO_2410,D4GWQ7,UPF0753 family protein,0.0,5,16,8.395061728395062,PXD011218,6,Cyt,86934,4.17,-0.36,arCOG04520,S
HVO_2412,D4GWQ9,Lrp/AsnC family transcription regulator,0.0,1,2,8.695652173913043,PXD011218,8,Cyt,17661,4.4,-0.31,arCOG01582,K
HVO_2413,D4GWR0,(tef1a2) translation elongation factor aEF-1 alpha / peptide chain release factor aRF-3,0.0,11,142,36.19047619047619,PXD011218,12,Cyt,45600,4.66,-0.28,arCOG01561,J
HVO_2415,D4GWR2,DUF88 family protein,0.001936108422071636,1,4,6.962025316455696,PXD011218,5,Cyt,16702,4.4,-0.09,arCOG02408,S
